Tanggal,Suhu Maks (C),Suhu Min (C),Suhu Rata-rata (C),Curah Hujan (mm),Kecepatan Angin Maks (km/h)
2001-05-28,30.8,22.5,26.6,0.0,7.4
2001-05-29,31.0,23.8,26.8,2.0,5.9
2001-05-30,30.7,23.6,26.6,0.2,11.4
2001-05-31,30.2,23.4,26.2,2.3,6.7
2001-06-01,31.3,22.1,26.0,6.6,7.1
2001-06-02,30.6,22.6,26.0,6.7,6.2
2001-06-03,31.2,22.8,26.4,0.9,6.5
2001-06-04,28.7,22.8,24.8,7.2,9.2
2001-06-05,29.8,21.5,24.9,10.1,9.2
2001-06-06,28.9,22.7,25.3,1.2,7.9
2001-06-07,30.1,22.4,26.0,1.2,7.6
2001-06-08,30.3,22.4,25.8,4.6,5.8
2001-06-09,27.8,22.7,24.7,7.4,7.2
2001-06-10,27.2,22.4,24.7,1.1,5.6
2001-06-11,30.4,22.3,25.3,3.8,5.5
2001-06-12,29.2,22.8,25.0,12.3,6.3
2001-06-13,30.4,21.8,25.1,16.3,5.8
2001-06-14,30.5,22.1,25.2,7.6,5.0
2001-06-15,30.3,22.4,25.4,2.1,8.4
2001-06-16,29.9,22.1,25.4,0.8,9.2
2001-06-17,30.3,20.8,25.2,0.0,12.8
2001-06-18,29.4,20.8,24.6,0.0,15.5
2001-06-19,28.8,20.5,24.3,0.0,15.6
2001-06-20,28.2,19.9,23.7,1.3,12.9
2001-06-21,30.2,19.4,24.9,0.0,8.0
2001-06-22,30.9,21.4,26.1,0.0,6.1
2001-06-23,30.5,21.9,26.0,0.0,5.1
2001-06-24,31.3,21.6,26.1,0.4,6.9
2001-06-25,30.9,22.4,26.4,0.1,7.9
2001-06-26,30.8,22.4,26.3,0.3,8.8
2001-06-27,30.8,22.3,26.0,0.0,9.1
2001-06-28,31.4,20.6,25.6,0.0,8.4
2001-06-29,31.7,20.6,25.8,0.0,7.7
2001-06-30,30.6,21.9,25.6,0.7,11.3
2001-07-01,29.9,19.8,24.6,0.0,17.6
2001-07-02,29.0,18.5,23.7,0.0,16.6
2001-07-03,28.6,18.7,23.3,0.0,16.8
2001-07-04,28.9,17.6,23.3,0.0,14.6
2001-07-05,29.9,17.5,23.9,0.0,10.0
2001-07-06,31.0,18.7,24.7,0.0,8.5
2001-07-07,31.5,19.9,25.6,0.0,5.9
2001-07-08,31.8,20.9,25.9,0.0,6.9
2001-07-09,32.6,21.3,26.4,0.0,7.7
2001-07-10,31.9,21.7,26.5,0.0,9.7
2001-07-11,31.8,22.6,27.0,0.0,5.9
2001-07-12,30.9,23.7,26.8,0.0,6.3
2001-07-13,30.6,24.1,26.6,1.8,6.4
2001-07-14,32.4,22.0,27.2,0.1,5.4
2001-07-15,30.2,23.8,26.2,5.1,6.8
2001-07-16,31.3,23.2,26.2,1.7,8.0
2001-07-17,29.9,22.9,25.5,1.6,7.9
2001-07-18,31.0,22.4,25.6,4.0,6.2
2001-07-19,30.5,22.0,25.6,2.6,6.3
2001-07-20,31.1,22.3,25.2,13.2,6.8
2001-07-21,30.2,22.4,25.5,10.3,6.3
2001-07-22,30.4,21.8,25.4,7.8,5.8
2001-07-23,31.3,21.9,25.9,1.9,7.2
2001-07-24,29.7,22.2,25.6,3.4,8.6
2001-07-25,31.2,21.5,26.2,0.0,10.6
2001-07-26,31.4,21.8,26.3,0.0,8.7
2001-07-27,31.6,20.6,26.2,0.0,8.3
2001-07-28,31.2,21.2,26.2,0.2,8.1
2001-07-29,30.9,22.7,26.5,0.3,7.3
2001-07-30,30.7,22.5,26.1,0.1,10.8
2001-07-31,29.3,20.7,24.4,0.0,14.6
2001-08-01,29.7,19.3,24.1,0.0,12.3
2001-08-02,30.5,18.7,24.4,0.0,10.0
2001-08-03,30.3,18.8,24.1,0.0,12.3
2001-08-04,30.1,17.8,23.7,0.0,13.4
2001-08-05,29.8,18.0,23.5,0.0,15.6
2001-08-06,30.1,18.5,24.0,0.0,13.0
2001-08-07,31.1,19.5,25.0,0.0,10.5
2001-08-08,32.5,19.2,26.0,0.0,6.6
2001-08-09,32.0,22.8,26.6,1.0,10.5
2001-08-10,31.9,22.6,26.7,0.0,11.6
2001-08-11,31.9,21.5,26.3,0.0,12.1
2001-08-12,31.8,21.1,26.1,0.0,9.9
2001-08-13,31.6,19.6,25.4,0.0,11.3
2001-08-14,31.9,20.1,26.1,0.0,5.6
2001-08-15,32.3,21.7,26.7,0.2,10.4
2001-08-16,31.6,22.5,26.4,0.0,15.3
2001-08-17,30.3,20.9,25.0,0.0,16.3
2001-08-18,30.8,18.9,24.8,0.0,10.8
2001-08-19,31.2,20.3,25.7,0.0,9.7
2001-08-20,32.0,21.3,26.5,0.0,9.1
2001-08-21,32.4,21.2,26.4,0.0,10.5
2001-08-22,32.4,20.9,26.4,0.0,11.9
2001-08-23,32.3,22.4,26.7,0.0,11.6
2001-08-24,31.5,21.4,25.9,0.0,12.6
2001-08-25,31.4,21.0,25.6,0.0,13.3
2001-08-26,32.3,21.3,26.1,0.0,13.0
2001-08-27,32.0,21.6,26.1,0.0,13.4
2001-08-28,31.3,20.6,25.6,0.0,12.1
2001-08-29,31.3,21.0,26.4,0.0,9.0
2001-08-30,33.1,22.2,27.1,4.3,9.1
2001-08-31,32.0,23.8,26.7,1.4,12.4
2001-09-01,32.8,22.6,27.0,0.9,9.8
2001-09-02,31.5,23.2,26.7,0.2,10.7
2001-09-03,30.9,23.8,26.7,1.0,12.1
2001-09-04,31.3,23.7,26.2,2.2,8.6
2001-09-05,31.3,22.5,26.6,1.2,6.1
2001-09-06,32.0,23.5,27.1,0.1,12.0
2001-09-07,32.4,22.7,26.9,0.0,12.7
2001-09-08,32.3,22.9,26.8,0.6,12.6
2001-09-09,31.9,23.9,27.0,0.7,11.4
2001-09-10,32.1,23.5,27.2,0.0,11.3
2001-09-11,33.3,22.6,27.5,0.0,9.7
2001-09-12,31.9,22.9,26.6,9.9,9.8
2001-09-13,31.3,22.8,26.8,0.0,13.9
2001-09-14,32.8,21.7,26.8,0.0,10.1
2001-09-15,33.3,22.6,27.3,0.0,10.7
2001-09-16,34.4,23.2,28.0,0.0,12.6
2001-09-17,34.1,23.4,28.3,0.3,10.0
2001-09-18,32.9,24.6,28.0,2.6,10.0
2001-09-19,32.7,23.5,27.5,0.0,10.5
2001-09-20,32.3,23.1,27.2,0.0,12.0
2001-09-21,32.3,23.2,26.9,0.5,11.7
2001-09-22,33.9,21.8,27.3,0.0,14.0
2001-09-23,32.1,23.3,26.7,2.2,13.8
2001-09-24,32.1,22.6,27.0,0.8,11.2
2001-09-25,33.1,23.4,27.1,2.2,12.3
2001-09-26,32.9,23.5,27.8,0.4,11.8
2001-09-27,32.8,23.5,27.8,0.0,9.7
2001-09-28,33.0,24.0,27.9,0.1,9.2
2001-09-29,33.1,23.3,27.7,0.0,8.4
2001-09-30,32.2,23.9,27.3,3.7,11.2
2001-10-01,32.1,23.9,27.4,1.7,9.6
2001-10-02,31.8,24.1,26.8,3.7,9.9
2001-10-03,32.8,23.6,27.3,1.8,9.2
2001-10-04,32.6,23.7,26.9,0.8,6.6
2001-10-05,30.6,23.7,26.3,10.5,6.2
2001-10-06,29.8,23.9,26.5,4.4,6.8
2001-10-07,29.5,23.9,25.8,18.3,5.2
2001-10-08,30.3,23.2,25.8,9.2,10.9
2001-10-09,30.0,22.8,25.3,5.1,8.3
2001-10-10,29.7,23.0,25.3,9.4,7.1
2001-10-11,29.8,22.9,25.7,5.9,9.8
2001-10-12,29.8,22.8,25.9,1.0,9.1
2001-10-13,29.1,23.1,25.6,2.5,6.8
2001-10-14,28.8,23.5,25.4,9.0,6.3
2001-10-15,31.1,23.4,25.7,14.8,7.2
2001-10-16,31.5,23.4,26.6,6.6,9.8
2001-10-17,31.4,23.0,26.8,2.2,8.3
2001-10-18,30.9,23.2,26.2,5.4,7.7
2001-10-19,31.2,23.2,26.7,2.3,8.9
2001-10-20,30.9,23.4,26.0,12.3,8.6
2001-10-21,29.7,23.3,25.5,9.1,7.2
2001-10-22,29.7,23.3,25.4,16.4,7.4
2001-10-23,30.2,23.2,25.3,20.0,7.0
2001-10-24,30.6,23.1,25.8,9.5,8.8
2001-10-25,30.2,23.7,25.6,13.3,9.7
2001-10-26,31.0,22.8,25.7,30.1,6.5
2001-10-27,31.4,23.4,26.3,6.8,8.2
2001-10-28,31.7,23.0,26.7,5.4,7.6
2001-10-29,30.9,24.1,26.9,0.9,8.6
2001-10-30,30.9,23.1,26.3,13.6,7.7
2001-10-31,31.3,22.1,25.5,3.3,6.4
2001-11-01,30.3,23.5,25.7,9.0,8.9
2001-11-02,29.6,23.0,25.4,5.4,8.9
2001-11-03,29.8,23.1,25.4,15.4,8.1
2001-11-04,29.8,23.0,25.8,3.6,8.9
2001-11-05,30.7,23.2,26.0,4.3,9.0
2001-11-06,30.4,23.4,26.2,5.2,10.5
2001-11-07,29.9,23.3,26.1,4.6,9.1
2001-11-08,30.1,23.8,26.1,5.6,10.6
2001-11-09,30.1,23.2,26.1,2.2,10.8
2001-11-10,30.9,23.2,26.6,0.4,9.5
2001-11-11,30.9,22.1,26.4,0.8,8.7
2001-11-12,31.0,22.6,26.4,0.6,10.8
2001-11-13,31.5,22.4,26.5,0.5,7.2
2001-11-14,30.8,23.7,25.9,23.5,6.2
2001-11-15,30.8,23.2,25.3,54.4,6.5
2001-11-16,28.1,22.9,24.5,40.1,10.8
2001-11-17,30.4,22.2,25.3,28.7,6.4
2001-11-18,27.3,23.1,24.7,11.6,6.0
2001-11-19,29.3,22.9,24.6,11.3,7.5
2001-11-20,29.6,22.4,25.2,13.6,5.6
2001-11-21,29.9,23.0,25.9,10.4,10.3
2001-11-22,31.1,23.7,26.3,12.4,6.1
2001-11-23,31.5,23.2,26.1,10.6,6.0
2001-11-24,30.7,23.2,26.6,0.2,7.8
2001-11-25,29.5,23.2,25.9,2.7,7.3
2001-11-26,29.9,22.9,25.7,3.7,10.3
2001-11-27,29.8,23.2,25.5,5.6,8.8
2001-11-28,29.8,22.6,25.2,9.5,6.3
2001-11-29,29.8,23.3,25.4,4.4,8.9
2001-11-30,29.0,23.4,25.4,0.7,11.0
2001-12-01,27.9,23.0,24.5,25.2,7.8
2001-12-02,27.4,22.3,24.4,5.6,9.8
2001-12-03,28.9,21.2,24.7,7.2,9.4
2001-12-04,28.6,22.6,25.2,1.4,8.7
2001-12-05,29.4,22.4,25.6,0.7,9.7
2001-12-06,29.3,21.9,25.4,0.5,11.2
2001-12-07,28.6,21.6,24.9,6.8,8.3
2001-12-08,28.8,21.6,24.9,1.7,9.3
2001-12-09,29.9,22.0,25.6,0.0,7.9
2001-12-10,29.6,21.9,25.5,0.7,9.0
2001-12-11,30.5,20.9,26.1,0.0,6.6
2001-12-12,29.9,22.7,26.1,1.3,7.6
2001-12-13,30.1,23.3,25.6,34.5,6.0
2001-12-14,27.8,23.2,25.0,15.0,8.0
2001-12-15,29.2,22.7,24.8,26.3,6.2
2001-12-16,30.1,22.2,25.1,13.7,6.1
2001-12-17,28.7,22.2,24.7,8.8,4.3
2001-12-18,29.1,21.6,24.9,3.4,5.5
2001-12-19,29.8,22.3,25.2,11.9,7.3
2001-12-20,28.5,22.7,25.0,3.5,7.3
2001-12-21,29.4,22.2,25.4,0.0,5.4
2001-12-22,29.5,23.0,25.2,19.7,8.4
2001-12-23,30.1,22.4,25.3,7.4,7.2
2001-12-24,28.9,23.0,25.1,16.8,7.6
2001-12-25,29.7,22.8,25.7,3.9,10.1
2001-12-26,30.1,23.0,25.8,16.0,8.7
2001-12-27,29.8,23.1,25.8,2.6,8.7
2001-12-28,30.0,22.4,25.7,2.8,5.1
2001-12-29,28.3,22.8,25.0,3.8,8.7
2001-12-30,28.5,22.8,25.0,28.3,7.0
2001-12-31,27.4,22.8,24.7,15.0,7.5
2002-01-01,28.8,23.0,24.8,12.1,9.7
2002-01-02,29.5,22.9,25.0,9.2,7.6
2002-01-03,29.9,22.3,25.5,2.0,5.4
2002-01-04,29.2,23.0,25.5,1.8,4.8
2002-01-05,28.2,22.8,24.8,20.9,6.6
2002-01-06,30.0,21.7,25.2,8.3,5.8
2002-01-07,29.4,21.7,25.0,8.3,12.2
2002-01-08,30.9,21.0,26.1,0.0,6.6
2002-01-09,29.8,23.4,25.9,5.4,6.3
2002-01-10,30.1,23.1,25.7,4.6,7.2
2002-01-11,31.4,22.7,26.6,0.0,8.3
2002-01-12,31.5,23.5,27.0,0.0,8.7
2002-01-13,30.3,21.7,26.1,1.2,4.7
2002-01-14,28.5,23.3,25.3,26.9,7.2
2002-01-15,28.9,22.7,25.4,4.3,8.1
2002-01-16,30.3,23.1,25.7,17.8,8.3
2002-01-17,28.8,23.5,25.4,23.7,7.1
2002-01-18,27.6,23.1,24.4,17.7,8.4
2002-01-19,29.0,22.7,25.1,13.2,4.8
2002-01-20,29.5,23.0,25.4,21.6,5.5
2002-01-21,28.9,23.0,24.8,16.1,8.2
2002-01-22,26.7,22.7,24.4,35.4,7.6
2002-01-23,28.7,22.8,25.0,15.1,7.7
2002-01-24,27.7,23.0,24.7,32.9,6.9
2002-01-25,27.7,23.0,24.5,15.5,6.8
2002-01-26,27.5,22.6,24.3,13.9,10.5
2002-01-27,29.3,22.4,24.7,9.8,8.7
2002-01-28,28.7,23.0,24.6,17.6,9.7
2002-01-29,28.3,22.9,24.5,26.6,6.7
2002-01-30,26.4,22.9,24.0,9.8,6.6
2002-01-31,29.2,22.4,25.1,9.9,5.1
2002-02-01,28.2,22.8,24.8,29.2,7.9
2002-02-02,28.3,22.7,24.6,9.7,5.7
2002-02-03,29.0,22.6,24.6,4.4,9.4
2002-02-04,27.3,22.9,24.1,17.3,10.4
2002-02-05,27.3,22.6,24.0,10.9,10.4
2002-02-06,28.6,22.6,24.6,18.6,10.5
2002-02-07,26.3,22.4,23.6,12.4,12.5
2002-02-08,27.5,21.9,24.1,10.0,11.4
2002-02-09,27.6,22.2,23.8,20.3,7.3
2002-02-10,25.3,22.3,23.6,8.1,11.7
2002-02-11,27.3,21.9,24.2,3.2,11.6
2002-02-12,29.2,22.1,24.7,8.4,11.9
2002-02-13,28.9,22.2,24.6,24.1,9.7
2002-02-14,29.2,22.1,24.7,16.6,4.3
2002-02-15,28.9,22.5,25.1,8.1,8.4
2002-02-16,28.4,22.8,24.8,5.0,6.5
2002-02-17,27.8,22.0,24.4,19.8,8.9
2002-02-18,28.7,21.8,24.9,8.8,8.9
2002-02-19,29.9,21.9,25.0,15.9,6.6
2002-02-20,29.4,22.1,25.1,5.8,9.5
2002-02-21,28.8,22.6,25.0,14.2,13.6
2002-02-22,27.2,22.7,24.3,6.4,12.1
2002-02-23,28.3,21.9,24.9,1.3,6.6
2002-02-24,29.8,22.2,25.1,16.6,5.8
2002-02-25,29.9,21.9,25.2,11.1,5.8
2002-02-26,30.9,22.2,25.4,6.1,7.0
2002-02-27,29.3,22.4,25.2,5.4,6.1
2002-02-28,30.3,22.5,25.5,10.7,6.0
2002-03-01,30.7,22.6,25.6,15.7,7.1
2002-03-02,30.8,23.1,26.6,0.1,5.4
2002-03-03,31.3,21.9,26.4,0.0,6.4
2002-03-04,31.3,21.5,26.4,0.0,6.5
2002-03-05,30.3,22.1,25.6,7.7,10.6
2002-03-06,29.8,23.1,25.3,10.6,9.1
2002-03-07,27.0,22.9,24.4,28.1,5.1
2002-03-08,28.7,22.6,24.4,26.5,5.9
2002-03-09,27.6,22.0,24.1,12.5,4.7
2002-03-10,29.3,22.2,25.0,13.9,5.5
2002-03-11,29.0,22.4,24.9,44.8,6.5
2002-03-12,28.4,22.9,25.1,8.8,9.3
2002-03-13,30.6,22.5,25.6,9.7,5.9
2002-03-14,30.3,22.9,25.8,3.8,6.4
2002-03-15,29.8,21.9,25.3,7.4,9.8
2002-03-16,30.3,22.0,25.6,3.7,6.1
2002-03-17,30.6,22.4,26.1,2.2,5.8
2002-03-18,29.7,23.2,25.4,22.0,7.2
2002-03-19,28.2,23.1,25.0,9.9,10.6
2002-03-20,30.2,22.8,25.6,17.1,6.6
2002-03-21,30.9,22.7,26.4,0.2,10.0
2002-03-22,31.2,22.6,26.6,0.6,7.5
2002-03-23,29.7,23.7,25.8,12.1,6.7
2002-03-24,30.4,22.8,25.8,30.7,6.9
2002-03-25,30.3,22.8,26.0,3.8,6.1
2002-03-26,30.2,23.0,25.9,7.7,8.9
2002-03-27,28.9,23.4,25.3,8.0,6.4
2002-03-28,29.1,22.4,24.8,16.0,6.6
2002-03-29,27.7,22.9,24.5,18.7,9.7
2002-03-30,29.2,22.6,24.7,16.0,7.2
2002-03-31,28.9,22.9,24.5,29.6,7.3
2002-04-01,28.6,22.8,24.8,7.5,7.3
2002-04-02,29.0,22.2,24.7,30.1,11.2
2002-04-03,29.6,23.0,25.1,17.6,9.6
2002-04-04,30.2,22.4,24.9,23.7,7.2
2002-04-05,28.6,23.0,25.2,9.5,7.1
2002-04-06,29.7,23.1,25.3,10.0,6.3
2002-04-07,30.8,22.6,25.9,1.1,10.2
2002-04-08,30.5,22.6,26.2,0.5,7.2
2002-04-09,30.6,22.8,26.1,2.9,5.9
2002-04-10,30.1,22.0,25.8,2.3,4.7
2002-04-11,30.5,22.0,26.1,1.1,6.8
2002-04-12,29.7,22.5,25.6,1.4,7.1
2002-04-13,29.8,23.4,26.0,1.5,10.5
2002-04-14,30.4,22.4,25.9,2.4,9.0
2002-04-15,30.6,22.8,26.0,1.3,7.6
2002-04-16,30.0,22.9,25.6,7.6,5.6
2002-04-17,29.3,22.3,25.0,24.6,11.8
2002-04-18,29.1,22.8,25.3,13.3,7.1
2002-04-19,29.4,22.2,25.6,10.1,5.7
2002-04-20,29.8,22.5,25.5,9.5,8.4
2002-04-21,28.7,22.6,25.1,5.3,5.9
2002-04-22,30.0,22.7,25.6,17.3,6.6
2002-04-23,30.2,22.5,26.2,6.9,7.2
2002-04-24,30.4,23.1,26.5,1.8,5.9
2002-04-25,30.5,22.3,26.3,0.0,6.5
2002-04-26,30.1,22.7,26.2,1.4,6.4
2002-04-27,31.1,22.3,26.6,0.0,7.4
2002-04-28,30.6,22.3,26.2,0.4,7.9
2002-04-29,31.1,21.9,26.4,0.0,6.5
2002-04-30,30.4,22.4,26.2,0.4,7.8
2002-05-01,31.7,22.4,26.7,0.2,5.8
2002-05-02,30.5,23.4,26.3,2.4,6.4
2002-05-03,30.7,22.8,26.7,2.4,7.5
2002-05-04,30.4,23.7,26.9,0.9,8.0
2002-05-05,30.9,23.5,26.7,3.5,7.8
2002-05-06,30.8,23.1,26.5,1.5,9.8
2002-05-07,30.4,23.7,26.2,2.1,8.2
2002-05-08,30.8,23.2,26.0,3.2,9.5
2002-05-09,30.6,23.1,26.4,2.3,6.9
2002-05-10,25.7,23.6,24.4,21.8,6.9
2002-05-11,28.5,22.6,24.4,6.3,10.3
2002-05-12,29.1,22.7,25.1,5.2,8.0
2002-05-13,30.0,22.4,25.7,4.5,6.3
2002-05-14,30.7,23.1,26.4,0.0,5.9
2002-05-15,29.1,23.8,25.9,1.4,6.9
2002-05-16,29.7,22.8,26.0,0.4,4.8
2002-05-17,30.5,21.8,25.7,0.0,6.3
2002-05-18,30.5,22.2,26.1,0.0,6.1
2002-05-19,30.1,20.7,25.5,0.0,5.9
2002-05-20,30.7,20.9,25.6,0.2,5.4
2002-05-21,30.7,21.9,26.2,0.0,5.4
2002-05-22,30.7,21.8,26.2,0.0,5.4
2002-05-23,30.7,23.7,26.9,0.0,6.2
2002-05-24,30.9,22.3,26.2,0.0,9.8
2002-05-25,31.1,20.1,25.4,0.0,7.3
2002-05-26,31.1,21.4,25.9,0.0,5.2
2002-05-27,31.1,22.5,26.3,0.0,7.4
2002-05-28,31.4,21.3,26.3,0.1,6.9
2002-05-29,30.9,21.8,26.3,0.0,9.9
2002-05-30,31.3,22.0,26.5,0.0,6.5
2002-05-31,31.3,22.4,26.2,2.3,6.4
2002-06-01,30.8,22.5,26.2,0.8,5.6
2002-06-02,30.7,22.2,26.2,0.0,6.5
2002-06-03,31.4,22.3,26.7,0.4,5.8
2002-06-04,31.3,23.5,27.0,0.0,7.1
2002-06-05,31.7,22.0,26.8,0.4,8.4
2002-06-06,31.5,21.5,26.6,0.0,6.2
2002-06-07,31.3,23.1,26.8,1.8,7.6
2002-06-08,31.1,22.2,26.3,0.0,12.9
2002-06-09,31.2,22.4,26.5,0.0,10.0
2002-06-10,32.5,21.6,26.9,0.5,7.8
2002-06-11,31.7,22.5,27.0,0.0,8.7
2002-06-12,32.2,22.1,26.9,0.5,9.9
2002-06-13,31.0,23.1,26.5,1.9,12.8
2002-06-14,31.7,22.4,26.7,0.2,11.5
2002-06-15,31.2,21.3,26.1,0.0,11.6
2002-06-16,31.4,20.8,26.3,0.0,10.0
2002-06-17,31.5,22.3,26.4,0.0,12.4
2002-06-18,31.4,21.5,26.2,0.0,12.0
2002-06-19,32.0,20.8,26.5,0.0,9.4
2002-06-20,31.1,22.7,26.5,0.0,10.4
2002-06-21,31.1,22.5,25.9,0.0,12.9
2002-06-22,30.2,19.9,24.7,0.0,13.0
2002-06-23,31.4,19.8,25.4,0.0,10.2
2002-06-24,31.3,20.8,25.7,0.0,11.0
2002-06-25,31.0,22.5,25.9,0.0,11.4
2002-06-26,29.9,21.7,25.2,0.0,11.9
2002-06-27,30.3,21.7,25.3,0.0,10.6
2002-06-28,30.3,20.7,24.8,0.0,11.2
2002-06-29,31.1,19.9,25.2,0.0,9.6
2002-06-30,31.8,19.8,25.6,0.0,7.6
2002-07-01,31.9,20.7,25.9,0.0,10.5
2002-07-02,32.4,21.1,26.2,0.0,12.2
2002-07-03,31.3,19.6,25.2,0.0,14.3
2002-07-04,30.5,19.5,25.0,0.0,11.1
2002-07-05,31.8,19.7,25.5,0.0,9.7
2002-07-06,32.3,19.9,26.0,0.0,10.4
2002-07-07,32.0,22.1,26.5,0.0,10.1
2002-07-08,30.9,21.7,26.2,0.0,11.4
2002-07-09,30.5,22.2,26.0,0.0,11.4
2002-07-10,31.6,22.3,26.3,0.0,12.2
2002-07-11,31.9,21.5,26.1,0.0,12.7
2002-07-12,32.0,22.1,26.3,0.0,13.1
2002-07-13,30.9,22.2,26.2,0.7,11.6
2002-07-14,30.8,22.6,26.2,0.2,11.2
2002-07-15,30.6,21.5,26.0,0.0,10.3
2002-07-16,32.6,21.7,27.1,0.0,8.0
2002-07-17,32.1,22.8,27.3,1.0,6.3
2002-07-18,31.9,23.8,27.0,7.9,5.4
2002-07-19,32.4,23.2,26.5,2.2,10.1
2002-07-20,31.7,22.5,26.5,0.0,11.9
2002-07-21,31.4,21.6,26.1,0.0,10.8
2002-07-22,31.9,20.5,26.3,0.0,7.1
2002-07-23,32.9,22.1,27.1,0.2,7.9
2002-07-24,32.0,22.6,26.2,1.1,13.7
2002-07-25,31.2,21.6,25.5,0.0,13.7
2002-07-26,31.3,19.3,25.1,0.0,11.0
2002-07-27,31.5,19.9,25.5,0.0,12.9
2002-07-28,32.1,21.3,26.3,0.0,13.0
2002-07-29,32.9,21.2,27.1,0.0,5.9
2002-07-30,32.7,21.9,27.1,0.0,5.8
2002-07-31,32.7,22.9,27.6,0.8,7.2
2002-08-01,32.6,23.9,27.4,0.1,14.0
2002-08-02,31.7,22.7,26.4,0.0,13.1
2002-08-03,32.5,21.7,26.5,0.0,11.2
2002-08-04,31.8,21.2,25.7,0.0,13.4
2002-08-05,30.8,20.0,24.8,0.0,15.5
2002-08-06,32.9,18.7,26.0,0.0,8.1
2002-08-07,32.8,22.4,27.2,0.0,9.7
2002-08-08,31.8,23.0,27.4,0.1,8.0
2002-08-09,32.6,24.0,27.5,0.0,10.9
2002-08-10,31.7,22.8,26.4,0.0,14.0
2002-08-11,30.9,21.1,25.1,0.0,17.2
2002-08-12,30.1,18.9,24.1,0.0,14.5
2002-08-13,31.0,19.5,24.5,0.0,15.5
2002-08-14,30.2,20.2,24.5,0.0,17.3
2002-08-15,30.1,20.6,24.8,0.0,17.2
2002-08-16,31.8,20.5,25.5,0.0,14.0
2002-08-17,31.5,20.6,25.8,0.0,14.0
2002-08-18,31.9,21.3,25.9,0.0,13.4
2002-08-19,31.2,20.9,25.7,0.0,13.0
2002-08-20,31.3,20.4,25.7,0.0,9.2
2002-08-21,32.6,20.3,26.3,0.0,9.8
2002-08-22,32.4,22.1,26.7,0.0,10.9
2002-08-23,32.8,21.6,26.5,0.0,13.1
2002-08-24,33.1,21.9,26.8,0.0,12.9
2002-08-25,32.1,21.7,26.1,0.0,13.4
2002-08-26,32.4,20.7,26.2,0.0,12.7
2002-08-27,32.5,21.8,26.3,0.0,13.6
2002-08-28,32.6,19.3,25.8,0.0,12.9
2002-08-29,32.0,20.6,25.7,0.0,13.6
2002-08-30,31.4,19.7,24.7,0.0,15.4
2002-08-31,31.4,18.2,24.8,0.0,13.7
2002-09-01,32.3,20.4,26.0,0.0,12.9
2002-09-02,32.4,21.7,26.3,0.0,13.6
2002-09-03,32.0,21.8,26.1,0.0,14.1
2002-09-04,32.7,22.4,26.7,0.0,13.5
2002-09-05,32.2,21.2,25.9,0.0,13.0
2002-09-06,32.2,20.4,25.5,0.0,14.6
2002-09-07,31.4,19.5,24.8,0.0,13.1
2002-09-08,30.5,20.8,24.8,0.0,15.6
2002-09-09,31.9,19.1,25.2,0.0,12.1
2002-09-10,32.2,21.1,25.8,0.0,12.1
2002-09-11,32.7,21.7,26.3,0.0,12.8
2002-09-12,32.5,21.4,26.6,0.0,13.1
2002-09-13,33.9,22.3,27.5,0.0,10.7
2002-09-14,31.4,23.3,26.9,0.1,10.6
2002-09-15,31.6,21.7,26.0,0.0,12.8
2002-09-16,32.4,20.9,25.8,0.0,13.0
2002-09-17,32.2,21.4,25.9,0.0,13.5
2002-09-18,33.4,22.0,27.0,0.0,10.9
2002-09-19,32.9,22.1,26.7,0.2,13.0
2002-09-20,33.1,21.6,26.6,0.0,14.1
2002-09-21,33.6,22.0,26.9,0.0,14.0
2002-09-22,32.6,22.5,26.4,0.0,15.3
2002-09-23,32.0,22.7,26.6,0.1,13.4
2002-09-24,30.7,23.3,26.5,0.8,12.6
2002-09-25,32.0,22.9,27.0,0.4,9.4
2002-09-26,33.4,23.2,27.4,0.0,11.4
2002-09-27,33.5,23.1,27.2,0.0,14.2
2002-09-28,33.3,22.3,26.9,0.0,13.1
2002-09-29,32.1,23.2,27.0,0.0,11.3
2002-09-30,33.8,22.3,26.6,0.1,13.4
2002-10-01,33.3,21.4,26.6,0.0,14.1
2002-10-02,34.6,21.3,27.4,0.0,13.0
2002-10-03,35.2,23.3,28.5,0.0,10.7
2002-10-04,34.9,23.7,28.7,0.0,9.5
2002-10-05,34.0,24.1,28.0,0.4,12.2
2002-10-06,33.5,22.9,27.1,0.0,14.4
2002-10-07,33.1,21.8,26.4,0.0,16.7
2002-10-08,33.1,21.8,26.5,0.0,14.1
2002-10-09,34.2,22.1,27.4,0.0,13.1
2002-10-10,34.0,22.0,27.0,0.0,14.1
2002-10-11,35.0,21.7,27.2,0.0,13.4
2002-10-12,35.0,22.2,27.9,0.0,12.8
2002-10-13,36.2,22.2,28.7,0.0,11.3
2002-10-14,36.3,23.2,29.0,0.0,11.4
2002-10-15,34.7,22.8,28.3,0.0,13.9
2002-10-16,35.2,24.2,28.8,0.4,12.8
2002-10-17,35.2,24.1,28.9,0.0,11.9
2002-10-18,35.7,23.3,28.4,0.0,13.5
2002-10-19,36.0,22.0,28.4,0.0,11.1
2002-10-20,35.1,23.0,28.2,0.0,13.0
2002-10-21,36.2,21.9,28.5,0.0,10.6
2002-10-22,35.8,21.8,28.6,0.1,8.7
2002-10-23,35.9,23.7,28.9,0.2,7.7
2002-10-24,35.4,23.4,29.1,0.0,9.7
2002-10-25,35.5,24.3,29.5,0.0,6.7
